playDispNm,teamAbbr,teamLoc,playStat,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFTA,playFTM,playTRB,opptAbbr,opptRslt
Lance Thomas,NY,Away,Starter,19,80,3,1,1,0,0,3,3,1,0,0,1,PHI,Win
Dario Saric,PHI,Home,Starter,36,82,26,5,2,2,0,1,19,9,6,6,14,NY,Loss
J.J. Redick,PHI,Home,Starter,31,76,21,5,1,1,0,1,17,8,2,2,6,NY,Loss
Robert Covington,PHI,Home,Starter,33,81,17,1,1,3,1,4,16,7,1,1,4,NY,Loss
Richaun Holmes,PHI,Home,Bench,22,81,15,1,0,0,0,3,11,6,6,3,7,NY,Loss
Marco Belinelli,PHI,Home,Bench,25,77,14,2,1,1,0,4,7,4,4,4,2,NY,Loss
Ben Simmons,PHI,Home,Starter,34,82,13,10,4,0,1,1,7,6,4,1,8,NY,Loss
Joel Embiid,PHI,Home,Starter,9,84,5,0,1,0,0,1,6,2,2,1,3,NY,Loss
C.J. McCollum,POR,Away,Starter,37,75,42,5,2,1,0,2,25,16,9,7,3,MEM,Win
Wade Baldwin,POR,Away,Bench,21,76,15,2,0,0,0,2,6,5,7,4,4,MEM,Win
Jusuf Nurkic,POR,Away,Starter,28,83,12,2,1,3,3,2,6,5,4,2,8,MEM,Win
Zach Collins,POR,Away,Bench,22,84,10,1,2,0,1,1,6,4,0,0,2,MEM,Win
Shabazz Napier,POR,Away,Starter,27,73,8,2,1,1,0,2,11,2,4,3,1,MEM,Win
Evan Turner,POR,Away,Starter,30,79,5,0,1,0,1,4,9,2,2,1,4,MEM,Win
Al-Farouq Aminu,POR,Away,Starter,28,81,5,0,3,1,0,2,9,2,2,1,6,MEM,Win
MarShon Brooks,MEM,Home,Bench,21,77,21,2,1,1,1,1,12,7,2,2,1,POR,Loss
Dillon Brooks,MEM,Home,Starter,30,79,18,2,2,2,0,3,12,6,8,5,6,POR,Loss
Chandler Parsons,MEM,Home,Bench,19,81,15,2,0,1,0,2,12,6,0,0,3,POR,Loss
Wayne Selden,MEM,Home,Bench,23,78,10,2,2,1,0,1,8,4,3,1,1,POR,Loss
Marc Gasol,MEM,Home,Starter,21,84,8,6,2,2,0,2,8,3,2,1,3,POR,Loss
Mario Chalmers,MEM,Home,Starter,20,73,8,2,3,0,0,3,5,3,0,0,4,POR,Loss
Kobi Simmons,MEM,Home,Bench,28,77,8,3,4,0,0,1,7,4,0,0,0,POR,Loss
Mike Muscala,ATL,Away,Bench,25,83,24,0,2,1,0,4,10,8,4,4,2,MIN,Win
Taurean Prince,ATL,Away,Starter,34,80,21,7,7,1,0,1,14,7,4,3,4,MIN,Win
Isaiah Taylor,ATL,Away,Starter,29,74,20,8,5,2,0,3,11,6,9,8,2,MIN,Win
Dewayne Dedmon,ATL,Away,Starter,30,84,13,0,1,0,0,5,11,6,0,0,12,MIN,Win
John Collins,ATL,Away,Starter,24,82,10,0,0,1,1,1,6,4,2,1,5,MIN,Win
Tyler Cavanaugh,ATL,Away,Bench,17,81,10,0,2,0,0,1,7,4,0,0,6,MIN,Win
Damion Lee,ATL,Away,Starter,30,78,8,5,0,3,1,2,6,3,2,2,4,MIN,Win
Karl-Anthony Towns,MIN,Home,Starter,41,83,56,4,2,0,1,4,32,19,15,12,15,ATL,Loss
Andrew Wiggins,MIN,Home,Starter,37,80,17,3,2,2,0,3,13,7,2,1,2,ATL,Loss
Nemanja Bjelica,MIN,Home,Starter,37,82,14,3,1,1,0,2,8,6,0,0,6,ATL,Loss
Jeff Teague,MIN,Home,Starter,30,74,11,8,2,2,0,5,12,4,1,1,0,ATL,Loss
Jamal Crawford,MIN,Home,Bench,26,78,10,4,2,0,0,0,9,4,1,1,1,ATL,Loss
Gorgui Dieng,MIN,Home,Bench,18,83,9,0,1,2,0,2,6,4,1,1,6,ATL,Loss
Taj Gibson,MIN,Home,Starter,30,81,7,2,0,0,0,2,4,3,1,1,7,ATL,Loss
Jaylen Brown,BOS,Away,Starter,30,79,21,3,4,2,0,3,10,6,8,6,5,UTA,Loss
Jayson Tatum,BOS,Away,Starter,32,80,16,3,3,2,2,1,15,6,2,2,2,UTA,Loss
Terry Rozier,BOS,Away,Starter,30,73,13,3,0,0,0,2,15,4,2,2,7,UTA,Loss
Aron Baynes,BOS,Away,Starter,28,82,13,1,2,0,0,4,8,6,1,1,6,UTA,Loss
Shane Larkin,BOS,Away,Bench,34,71,10,4,1,0,0,2,11,4,0,0,9,UTA,Loss
Greg Monroe,BOS,Away,Bench,23,83,8,4,1,4,0,2,10,2,6,4,8,UTA,Loss
Semi Ojeleye,BOS,Away,Bench,32,79,7,1,1,2,0,1,3,3,1,0,4,UTA,Loss
Donovan Mitchell,UTA,Home,Starter,40,75,22,6,4,1,0,3,20,7,6,5,0,BOS,Win
Jae Crowder,UTA,Home,Bench,30,78,16,0,3,2,1,4,14,7,0,0,4,BOS,Win
Ricky Rubio,UTA,Home,Starter,36,76,14,10,2,3,0,2,14,4,6,5,8,BOS,Win
Joe Ingles,UTA,Home,Starter,33,80,11,5,1,0,0,3,12,4,1,1,6,BOS,Win
Rudy Gobert,UTA,Home,Starter,40,85,10,2,4,1,2,1,5,3,6,4,11,BOS,Win
Derrick Favors,UTA,Home,Starter,24,82,8,0,1,0,0,1,6,4,0,0,5,BOS,Win
Dante Exum,UTA,Home,Bench,9,77,8,1,1,0,1,1,4,3,2,2,1,BOS,Win
Tobias Harris,LAC,Away,Starter,30,80,27,3,1,0,0,0,16,10,2,2,2,PHO,Loss
Austin Rivers,LAC,Away,Starter,33,76,18,8,3,3,0,1,12,7,4,3,2,PHO,Loss
DeAndre Jordan,LAC,Away,Starter,27,84,13,4,1,0,1,2,8,5,6,3,15,PHO,Loss
Lou Williams,LAC,Away,Bench,27,74,13,3,6,0,0,2,12,5,3,2,2,PHO,Loss
Tyrone Wallace,LAC,Away,Starter,34,77,12,1,3,3,1,2,13,5,2,2,7,PHO,Loss
Montrezl Harrell,LAC,Away,Bench,18,79,10,3,1,0,0,1,4,4,4,2,6,PHO,Loss
C.J. Williams,LAC,Away,Bench,17,77,9,0,1,0,0,3,5,3,2,2,1,PHO,Loss
Tyler Ulis,PHO,Home,Starter,37,70,23,2,2,0,0,1,16,9,2,2,3,LAC,Win
Josh Jackson,PHO,Home,Starter,35,80,18,5,3,2,2,4,17,8,2,1,3,LAC,Win
Shaquille Harrison,PHO,Home,Bench,31,76,17,2,0,4,0,1,12,6,6,5,4,LAC,Win
Troy Daniels,PHO,Home,Starter,32,76,15,0,1,1,0,2,11,5,2,1,4,LAC,Win
Marquese Chriss,PHO,Home,Starter,30,82,12,1,4,4,1,4,11,4,4,4,13,LAC,Win
Davon Reed,PHO,Home,Bench,14,78,5,1,0,1,1,0,4,2,2,0,3,LAC,Win
Alec Peters,PHO,Home,Bench,14,81,5,1,0,0,0,2,5,2,0,0,1,LAC,Win
Harrison Barnes,DAL,Away,Starter,24,80,17,0,2,2,0,1,15,7,1,1,4,LAL,Win
Dennis Smith,DAL,Away,Starter,22,75,14,8,1,0,0,3,13,5,2,0,1,LAL,Win
Dirk Nowitzki,DAL,Away,Starter,22,83,13,1,0,0,1,2,7,4,2,2,7,LAL,Win
Yogi Ferrell,DAL,Away,Bench,20,72,12,3,1,0,0,1,12,4,4,3,2,LAL,Win
Dorian Finney-Smith,DAL,Away,Starter,21,79,7,2,2,2,0,2,5,2,2,2,2,LAL,Win
Maxi Kleber,DAL,Away,Bench,26,81,7,0,0,2,0,0,5,2,2,2,5,LAL,Win
Dwight Powell,DAL,Away,Starter,20,83,6,1,0,3,0,2,5,3,0,0,5,LAL,Win
Brook Lopez,LAL,Home,Starter,39,84,22,4,0,1,1,4,16,8,4,4,7,DAL,Loss
Julius Randle,LAL,Home,Starter,33,81,20,2,3,1,0,2,10,7,9,6,10,DAL,Loss
Kyle Kuzma,LAL,Home,Bench,34,81,18,3,2,0,1,2,14,7,4,1,4,DAL,Loss
Brandon Ingram,LAL,Home,Starter,23,81,13,4,3,1,0,2,10,4,6,4,6,DAL,Loss
Lonzo Ball,LAL,Home,Starter,24,78,8,5,1,0,0,1,7,3,2,1,4,DAL,Loss
Kentavious Caldwell-Pope,LAL,Home,Starter,35,78,7,2,4,1,0,0,8,2,3,3,9,DAL,Loss
Alex Caruso,LAL,Home,Bench,16,78,5,3,1,0,1,2,6,1,4,3,1,DAL,Loss
Bradley Beal,WAS,Away,Starter,36,77,15,1,6,2,0,1,17,6,3,2,5,DET,Win
Kelly Oubre Jr.,WAS,Away,Bench,32,79,14,3,0,1,1,2,12,5,5,4,4,DET,Win
Markieff Morris,WAS,Away,Starter,36,82,11,5,1,1,4,3,15,5,0,0,6,DET,Win
Tomáš Satoranský,WAS,Away,Starter,35,79,11,6,1,1,0,3,8,4,2,2,5,DET,Win
Marcin Gortat,WAS,Away,Starter,28,84,10,3,2,1,0,3,7,5,0,0,12,DET,Win
Mike Scott,WAS,Away,Bench,19,80,8,1,1,0,0,4,10,4,0,0,4,DET,Win
Otto Porter,WAS,Away,Starter,16,80,7,2,2,0,1,0,7,2,2,2,2,DET,Win
Andre Drummond,DET,Home,Starter,38,83,24,4,1,0,1,2,16,10,7,4,23,WAS,Loss
Anthony Tolliver,DET,Home,Starter,32,81,14,2,1,1,1,2,6,4,5,5,2,WAS,Loss
Reggie Bullock,DET,Home,Starter,29,79,14,3,1,1,0,0,9,6,0,0,1,WAS,Loss
Reggie Jackson,DET,Home,Starter,28,75,13,8,4,0,0,2,16,6,2,1,2,WAS,Loss
Stanley Johnson,DET,Home,Starter,37,79,9,2,2,4,0,2,11,4,0,0,5,WAS,Loss
Henry Ellenson,DET,Home,Bench,16,83,9,1,1,0,0,0,7,3,2,2,5,WAS,Loss
Luke Kennard,DET,Home,Bench,19,78,8,2,1,2,0,1,5,2,4,3,1,WAS,Loss
David Nwaba,CHI,Away,Starter,35,76,15,4,2,0,1,2,11,4,8,6,7,MIA,Win
Noah Vonleh,CHI,Away,Starter,33,82,14,1,1,2,0,1,12,5,4,3,13,MIA,Win
Robin Lopez,CHI,Away,Starter,31,84,13,1,3,0,3,4,12,6,2,1,6,MIA,Win
Justin Holiday,CHI,Away,Starter,22,78,13,1,1,1,0,2,10,3,4,4,1,MIA,Win
Bobby Portis,CHI,Away,Bench,32,83,13,0,6,2,1,1,16,6,2,1,16,MIA,Win
Cameron Payne,CHI,Away,Starter,30,74,11,5,3,1,0,2,10,4,2,2,0,MIA,Win
Sean Kilpatrick,CHI,Away,Bench,15,76,5,0,0,2,0,1,7,1,3,3,1,MIA,Win
Josh Richardson,MIA,Home,Starter,33,78,22,3,1,0,2,3,16,8,5,5,5,CHI,Loss
Goran Dragić,MIA,Home,Starter,33,76,17,5,2,1,0,3,11,6,4,4,5,CHI,Loss
Justise Winslow,MIA,Home,Bench,26,78,13,2,2,1,1,2,8,5,3,2,9,CHI,Loss
Kelly Olynyk,MIA,Home,Bench,17,84,11,0,3,1,0,5,7,4,1,1,3,CHI,Loss
Hassan Whiteside,MIA,Home,Starter,19,84,8,4,2,1,2,2,8,3,2,2,7,CHI,Loss
Wayne Ellington,MIA,Home,Bench,27,76,8,0,2,0,0,1,8,2,3,3,1,CHI,Loss
Dwyane Wade,MIA,Home,Bench,18,76,8,4,2,3,0,1,7,2,4,4,3,CHI,Loss
Paul George,OKC,Away,Starter,39,80,26,6,3,4,0,3,20,9,5,5,7,SA,Win
Russell Westbrook,OKC,Away,Starter,38,75,19,5,7,3,1,5,19,7,8,5,11,SA,Win
Corey Brewer,OKC,Away,Starter,29,81,14,3,1,2,0,4,8,5,4,3,2,SA,Win
Steven Adams,OKC,Away,Starter,37,84,10,1,2,0,0,3,11,5,2,0,13,SA,Win
Raymond Felton,OKC,Away,Bench,16,73,10,1,1,0,0,2,8,4,0,0,3,SA,Win
Carmelo Anthony,OKC,Away,Starter,32,80,9,2,0,2,1,2,6,3,0,0,3,SA,Win
Patrick Patterson,OKC,Away,Bench,12,81,7,0,0,0,0,0,3,3,0,0,1,SA,Win
LaMarcus Aldridge,SA,Home,Starter,34,83,25,2,4,0,2,2,19,9,8,6,11,OKC,Loss
Patrick Mills,SA,Home,Starter,33,72,14,1,5,1,0,2,12,3,5,5,1,OKC,Loss
Danny Green,SA,Home,Bench,27,78,11,0,0,0,1,2,9,4,0,0,4,OKC,Loss
Kyle Anderson,SA,Home,Starter,23,81,10,2,0,2,0,4,4,4,2,1,0,OKC,Loss
Manu Ginóbili,SA,Home,Bench,15,78,10,0,1,2,0,1,4,2,5,4,3,OKC,Loss
Rudy Gay,SA,Home,Bench,24,81,9,0,3,2,0,2,9,4,0,0,8,OKC,Loss
Tony Parker,SA,Home,Bench,18,74,8,4,1,1,0,1,6,2,4,3,0,OKC,Loss
Bojan Bogdanović,IND,Away,Starter,36,80,25,0,1,0,0,1,13,7,9,9,0,SAC,Loss
Victor Oladipo,IND,Away,Starter,36,76,24,2,2,3,1,2,14,9,4,4,5,SAC,Loss
Thaddeus Young,IND,Away,Starter,34,80,18,1,1,1,0,1,13,8,3,1,8,SAC,Loss
Myles Turner,IND,Away,Starter,27,84,9,5,0,1,2,1,8,3,2,2,3,SAC,Loss
Darren Collison,IND,Away,Starter,30,72,8,9,3,3,1,4,8,3,2,2,3,SAC,Loss
Domantas Sabonis,IND,Away,Bench,24,83,8,3,1,0,0,4,6,4,0,0,8,SAC,Loss
Cory Joseph,IND,Away,Bench,20,75,7,3,0,0,0,2,7,3,0,0,3,SAC,Loss
Bogdan Bogdanovic,SAC,Home,Starter,40,78,21,4,3,1,0,2,15,8,2,1,3,IND,Win
Buddy Hield,SAC,Home,Bench,31,77,20,4,5,0,0,2,12,7,2,2,7,IND,Win
Willie Cauley-Stein,SAC,Home,Starter,27,84,19,5,3,0,1,3,11,9,1,1,7,IND,Win
Frank Mason,SAC,Home,Bench,20,71,12,2,1,0,0,1,10,5,0,0,2,IND,Win
Vince Carter,SAC,Home,Bench,22,78,9,2,1,0,1,3,7,3,1,1,3,IND,Win
De'Aaron Fox,SAC,Home,Starter,28,75,8,5,2,1,0,2,8,4,0,0,2,IND,Win
Kosta Koufos,SAC,Home,Bench,21,84,7,2,0,0,0,4,5,3,3,1,4,IND,Win
Giannis Antetokounmpo,MIL,Away,Starter,35,82,32,5,1,2,0,3,18,14,2,2,4,GS,Loss
Khris Middleton,MIL,Away,Starter,38,79,23,2,3,3,0,4,17,9,2,2,3,GS,Loss
Eric Bledsoe,MIL,Away,Starter,31,73,20,6,2,3,1,1,11,9,1,1,3,GS,Loss
Jabari Parker,MIL,Away,Bench,25,80,14,3,0,0,0,4,12,6,0,0,7,GS,Loss
Jason Terry,MIL,Away,Bench,21,74,8,3,2,3,0,2,4,3,1,1,2,GS,Loss
Tyler Zeller,MIL,Away,Bench,23,84,7,4,1,2,0,2,6,2,4,3,8,GS,Loss
Brandon Jennings,MIL,Away,Bench,15,73,5,1,3,1,0,1,7,2,0,0,1,GS,Loss
Quinn Cook,GS,Home,Starter,32,74,30,3,2,0,0,5,15,12,1,1,4,MIL,Win
Patrick McCaw,GS,Home,Starter,35,79,12,3,1,1,0,2,9,3,4,4,3,MIL,Win
JaVale McGee,GS,Home,Starter,15,84,12,0,0,0,2,2,7,6,0,0,0,MIL,Win
Draymond Green,GS,Home,Starter,28,79,11,6,4,2,1,4,7,4,2,2,5,MIL,Win
Kevin Durant,GS,Home,Starter,17,81,10,6,4,0,0,0,10,4,1,1,3,MIL,Win
Shaun Livingston,GS,Home,Bench,16,79,9,0,0,2,0,1,6,4,1,1,0,MIL,Win
Kevon Looney,GS,Home,Bench,23,81,8,1,0,1,3,2,4,3,2,2,4,MIL,Win
Lauri Markkanen,CHI,Away,Starter,24,84,13,1,2,2,1,1,10,4,5,4,8,ORL,Loss
Sean Kilpatrick,CHI,Away,Bench,26,76,13,2,2,0,0,0,11,2,8,7,4,ORL,Loss
Cameron Payne,CHI,Away,Starter,22,74,11,6,3,0,1,2,8,4,0,0,2,ORL,Loss
Cristiano Felício,CHI,Away,Starter,27,82,8,1,3,0,0,3,8,4,1,0,16,ORL,Loss
Justin Holiday,CHI,Away,Starter,15,78,8,0,0,2,1,3,5,2,2,2,1,ORL,Loss
Noah Vonleh,CHI,Away,Bench,24,82,8,1,0,1,1,1,8,3,2,1,11,ORL,Loss
Ryan Arcidiacono,CHI,Away,Bench,15,75,8,1,1,2,0,0,4,3,0,0,0,ORL,Loss
Aaron Gordon,ORL,Home,Starter,37,81,18,1,1,1,1,2,21,6,6,5,7,CHI,Win
D.J. Augustin,ORL,Home,Starter,32,72,15,4,1,1,0,0,16,6,2,2,7,CHI,Win
Nikola Vučević,ORL,Home,Starter,31,82,12,3,1,1,2,4,16,5,2,2,14,CHI,Win
Shelvin Mack,ORL,Home,Bench,26,75,9,3,2,1,0,2,9,4,0,0,5,CHI,Win
Jamel Artis,ORL,Home,Bench,17,79,8,0,1,0,0,0,4,2,2,2,4,CHI,Win
Rodney Purvis,ORL,Home,Starter,23,76,5,1,0,1,0,0,7,2,0,0,2,CHI,Win
Mario Hezonja,ORL,Home,Bench,27,79,5,1,3,2,1,2,8,2,0,0,4,CHI,Win
Ersan Ilyasova,PHI,Away,Bench,30,81,21,2,2,1,1,1,16,8,4,3,16,ATL,Loss
J.J. Redick,PHI,Away,Starter,25,76,19,3,3,0,0,0,14,8,3,2,2,ATL,Loss
Ben Simmons,PHI,Away,Starter,27,82,13,11,2,1,2,2,11,6,3,1,12,ATL,Loss
Marco Belinelli,PHI,Away,Bench,27,77,11,6,0,2,0,1,14,5,0,0,2,ATL,Loss
Robert Covington,PHI,Away,Starter,26,81,10,3,2,1,1,3,11,4,0,0,0,ATL,Loss
Markelle Fultz,PHI,Away,Bench,19,76,10,0,0,2,0,3,8,4,2,2,1,ATL,Loss
Richaun Holmes,PHI,Away,Bench,24,81,7,2,0,0,1,1,7,3,1,1,3,ATL,Loss
Damion Lee,ATL,Home,Starter,32,78,20,1,0,2,0,0,17,8,4,2,4,PHI,Win
Isaiah Taylor,ATL,Home,Starter,30,74,12,7,3,1,0,2,18,5,2,2,2,PHI,Win
Taurean Prince,ATL,Home,Starter,24,80,12,3,3,3,0,2,17,6,0,0,3,PHI,Win
Dewayne Dedmon,ATL,Home,Starter,29,84,11,1,1,1,1,1,13,4,1,1,15,PHI,Win
Tyler Dorsey,ATL,Home,Bench,28,76,10,3,3,0,0,3,13,4,2,2,4,PHI,Win
Andrew White,ATL,Home,Bench,20,78,9,1,1,1,0,1,11,3,0,0,6,PHI,Win
Miles Plumlee,ATL,Home,Bench,18,82,7,2,2,0,1,1,3,3,2,1,12,PHI,Win
Jrue Holiday,NO,Away,Starter,33,75,25,2,6,2,0,3,18,12,0,0,6,CLE,Win
Nikola Mirotić,NO,Away,Bench,29,82,20,3,0,0,0,2,13,8,0,0,7,CLE,Win
Anthony Davis,NO,Away,Starter,37,82,16,3,1,1,2,2,19,6,4,4,8,CLE,Win
Darius Miller,NO,Away,Bench,30,80,11,1,1,1,0,3,7,4,0,0,3,CLE,Win
Rajon Rondo,NO,Away,Starter,25,73,7,8,3,0,0,1,7,3,2,1,1,CLE,Win
Solomon Hill,NO,Away,Bench,22,79,7,3,0,0,0,2,6,3,0,0,5,CLE,Win
Ian Clark,NO,Away,Bench,21,75,7,2,0,0,0,3,10,3,0,0,1,CLE,Win
LeBron James,CLE,Home,Starter,42,80,27,11,1,1,0,0,24,12,3,3,9,NO,Loss
Jordan Clarkson,CLE,Home,Bench,30,77,23,2,3,0,0,2,13,9,2,1,4,NO,Loss
Rodney Hood,CLE,Home,Starter,28,80,16,2,0,0,0,0,11,7,0,0,2,NO,Loss
Kevin Love,CLE,Home,Starter,24,82,8,2,2,1,0,5,11,3,3,2,8,NO,Loss
George Hill,CLE,Home,Starter,22,74,8,0,2,0,0,1,7,4,0,0,0,NO,Loss
J.R. Smith,CLE,Home,Bench,20,78,8,0,0,0,0,0,6,2,4,2,2,NO,Loss
Larry Nance Jr.,CLE,Home,Starter,15,80,5,3,1,3,0,2,4,1,2,2,5,NO,Loss
Josh Jackson,PHO,Away,Starter,35,80,27,1,5,2,0,5,24,13,2,1,6,HOU,Win
Troy Daniels,PHO,Away,Starter,36,76,23,0,0,0,0,0,14,8,0,0,4,HOU,Win
Tyler Ulis,PHO,Away,Starter,37,70,16,12,5,1,0,3,15,5,4,3,6,HOU,Win
Marquese Chriss,PHO,Away,Starter,33,82,12,2,3,1,3,4,11,6,0,0,11,HOU,Win
Dragan Bender,PHO,Away,Starter,18,84,7,2,0,0,1,2,3,2,2,2,1,HOU,Win
Alan Williams,PHO,Away,Bench,15,80,7,2,2,1,0,4,2,2,5,3,5,HOU,Win
Shaquille Harrison,PHO,Away,Bench,15,76,6,3,1,1,0,1,8,3,0,0,1,HOU,Win
James Harden,HOU,Home,Starter,38,77,28,10,4,2,1,1,21,8,17,11,8,PHO,Loss
P.J. Tucker,HOU,Home,Starter,34,77,18,0,0,2,0,3,9,6,2,1,2,PHO,Loss
Joe Johnson,HOU,Home,Bench,21,80,16,3,2,0,1,0,10,5,5,5,6,PHO,Loss
Gerald Green,HOU,Home,Starter,28,80,15,0,0,0,0,4,14,5,1,1,0,PHO,Loss
Trevor Ariza,HOU,Home,Starter,33,80,9,4,0,2,0,0,12,4,0,0,4,PHO,Loss
Luc Richard Mbah a Moute,HOU,Home,Bench,25,80,7,0,3,1,1,0,5,2,4,2,3,PHO,Loss
Clint Capela,HOU,Home,Starter,34,82,6,3,1,1,3,2,7,3,0,0,8,PHO,Loss
Paul Millsap,DEN,Away,Starter,40,80,36,2,1,0,0,5,18,13,11,8,9,OKC,Loss
Nikola Jokić,DEN,Away,Starter,41,82,23,6,4,1,2,3,22,11,0,0,16,OKC,Loss
Will Barton,DEN,Away,Starter,41,77,18,5,2,0,0,2,15,7,3,3,7,OKC,Loss
Jamal Murray,DEN,Away,Starter,45,76,15,5,5,1,1,1,12,5,2,2,4,OKC,Loss
Devin Harris,DEN,Away,Bench,34,75,12,2,1,2,0,4,6,4,2,2,3,OKC,Loss
Mason Plumlee,DEN,Away,Bench,14,82,9,2,0,0,1,3,5,3,3,3,6,OKC,Loss
Trey Lyles,DEN,Away,Bench,11,82,6,3,0,0,0,1,5,3,0,0,1,OKC,Loss
Russell Westbrook,OKC,Home,Starter,44,75,33,13,2,2,1,2,32,12,8,5,9,DEN,Win
Carmelo Anthony,OKC,Home,Starter,33,80,23,0,0,1,1,3,21,9,0,0,9,DEN,Win
Jerami Grant,OKC,Home,Bench,24,80,16,0,2,2,0,4,9,5,6,4,4,DEN,Win
Paul George,OKC,Home,Starter,41,80,13,4,2,3,0,4,12,4,7,4,6,DEN,Win
Corey Brewer,OKC,Home,Starter,34,81,10,3,0,0,0,4,7,4,2,1,6,DEN,Win
Patrick Patterson,OKC,Home,Bench,14,81,9,0,0,1,0,2,7,3,0,0,3,DEN,Win
Steven Adams,OKC,Home,Starter,34,84,7,5,0,4,0,1,8,3,4,1,10,DEN,Win
Jamal Crawford,MIN,Away,Bench,31,78,24,2,1,2,0,0,18,11,0,0,3,DAL,Loss
Karl-Anthony Towns,MIN,Away,Starter,44,83,21,1,0,1,1,3,21,8,4,4,20,DAL,Loss
Jeff Teague,MIN,Away,Starter,20,74,14,2,3,0,1,3,6,3,6,6,4,DAL,Loss
Taj Gibson,MIN,Away,Starter,32,81,12,1,0,2,0,2,10,5,3,2,6,DAL,Loss
Andrew Wiggins,MIN,Away,Starter,43,80,8,3,1,3,2,2,17,4,0,0,4,DAL,Loss
Tyus Jones,MIN,Away,Bench,28,72,8,4,3,1,0,0,4,2,4,3,1,DAL,Loss
Nemanja Bjelica,MIN,Away,Starter,35,82,6,1,1,1,2,2,6,2,0,0,3,DAL,Loss
Harrison Barnes,DAL,Home,Starter,34,80,19,2,1,1,0,2,18,8,2,2,4,MIN,Win
Dennis Smith,DAL,Home,Starter,26,75,17,7,4,2,0,4,15,8,1,0,1,MIN,Win
Yogi Ferrell,DAL,Home,Bench,29,72,14,3,0,2,0,3,16,6,0,0,4,MIN,Win
Maxi Kleber,DAL,Home,Bench,24,81,10,1,2,0,4,0,6,3,2,2,6,MIN,Win
Doug McDermott,DAL,Home,Bench,14,80,8,0,1,0,0,0,6,3,0,0,1,MIN,Win
Dirk Nowitzki,DAL,Home,Starter,26,83,7,2,1,0,0,2,7,3,0,0,6,MIN,Win
Dwight Powell,DAL,Home,Starter,21,83,6,2,2,0,0,4,3,2,2,1,7,MIN,Win
Marc Gasol,MEM,Away,Starter,23,84,28,2,3,1,0,3,12,11,0,0,3,UTA,Win
MarShon Brooks,MEM,Away,Bench,18,77,24,2,1,2,0,0,13,8,7,7,1,UTA,Win
Dillon Brooks,MEM,Away,Starter,26,79,10,0,1,0,0,1,12,5,0,0,5,UTA,Win
Wayne Selden,MEM,Away,Bench,24,78,8,2,1,0,0,1,7,2,2,2,1,UTA,Win
Ben McLemore,MEM,Away,Bench,23,77,8,1,0,1,1,3,10,4,0,0,4,UTA,Win
Jarell Martin,MEM,Away,Starter,30,81,6,4,3,0,0,2,8,3,0,0,1,UTA,Win
Kobi Simmons,MEM,Away,Starter,25,77,6,5,0,3,0,5,7,3,0,0,3,UTA,Win
Donovan Mitchell,UTA,Home,Starter,38,75,22,4,3,1,0,3,15,7,10,6,3,MEM,Loss
Dante Exum,UTA,Home,Bench,27,77,21,3,1,1,0,2,10,8,2,2,3,MEM,Loss
Joe Ingles,UTA,Home,Starter,38,80,17,10,4,0,1,5,15,7,0,0,5,MEM,Loss
Royce O'Neale,UTA,Home,Starter,36,78,13,4,1,3,0,3,7,5,2,2,6,MEM,Loss
Derrick Favors,UTA,Home,Starter,32,82,10,2,1,0,4,0,8,5,4,0,6,MEM,Loss
Rudy Gobert,UTA,Home,Starter,29,85,9,0,4,2,0,3,4,3,6,3,10,MEM,Loss
Jonas Jerebko,UTA,Home,Bench,5,81,8,0,0,0,0,0,4,3,0,0,0,MEM,Loss
Eric Bledsoe,MIL,Away,Starter,34,73,39,6,0,4,0,2,24,15,2,2,3,LAL,Loss
Khris Middleton,MIL,Away,Starter,40,79,28,5,4,4,1,6,19,10,7,6,4,LAL,Loss
Giannis Antetokounmpo,MIL,Away,Starter,43,82,27,4,4,0,1,5,20,8,15,11,16,LAL,Loss
Tony Snell,MIL,Away,Starter,30,79,8,0,0,0,0,2,5,3,0,0,2,LAL,Loss
Jabari Parker,MIL,Away,Bench,25,80,8,3,0,1,0,2,10,4,0,0,3,LAL,Loss
Shabazz Muhammad,MIL,Away,Bench,10,78,8,0,0,0,0,1,7,4,0,0,1,LAL,Loss
Tyler Zeller,MIL,Away,Starter,28,84,2,2,2,1,3,2,3,1,0,0,5,LAL,Loss
Kyle Kuzma,LAL,Home,Starter,46,81,27,6,3,2,0,4,20,11,3,3,12,MIL,Win
Brook Lopez,LAL,Home,Starter,28,84,20,3,0,0,1,2,14,9,2,1,2,MIL,Win
Julius Randle,LAL,Home,Starter,40,81,18,3,4,1,1,3,13,5,8,7,10,MIL,Win
Ivica Zubac,LAL,Home,Bench,12,85,16,0,0,0,0,0,9,6,5,4,5,MIL,Win
Josh Hart,LAL,Home,Bench,35,77,13,0,1,0,1,3,10,5,2,2,13,MIL,Win
Brandon Ingram,LAL,Home,Starter,27,81,12,6,5,0,0,3,7,5,3,0,3,MIL,Win
Kentavious Caldwell-Pope,LAL,Home,Starter,16,78,6,3,0,1,0,1,8,3,0,0,3,MIL,Win
Lou Williams,LAC,Away,Bench,32,74,23,3,1,0,1,1,22,10,3,3,3,POR,Win
Tobias Harris,LAC,Away,Starter,36,80,12,2,0,0,1,2,17,6,3,0,4,POR,Win
